122ime 50 40000	 -33000	 -4e-05	 -3.2e-05	 50
123ime -50 34000	 40000	 7.4e-05	 1.4e-05	 50
124ime 50 -44000	 -23000	 -1.6e-05	 -6.4e-05	 50
125ime -50 -17000	 31000	 -6.8e-05	 8e-05	 50
126ime 50 -8000	 46000	 -6.4e-05	 6.8e-05	 50
127ime -50 -37000	 30000	 7e-05	 6.4e-05	 50
128ime 50 36000	 35000	 -7e-05	 2.4e-05	 50
129ime -50 9000	 45000	 2.2e-05	 5e-05	 50
130ime 50 31000	 10000	 6e-06	 1.2e-05	 50
131ime -50 5000	 7000	 -8e-06	 -7.4e-05	 50
132ime 50 -6000	 26000	 -2e-05	 4e-06	 50
133ime -50 32000	 4000	 7.2e-05	 -1.4e-05	 50
134ime 50 9000	 -23000	 -8.4e-05	 -4e-05	 50
135ime -50 42000	 12000	 5.6e-05	 -8.2e-05	 50
136ime 50 40000	 12000	 3.6e-05	 -4.2e-05	 50
137ime -50 17000	 -39000	 5.2e-05	 3e-05	 50
138ime 50 32000	 -34000	 -6e-06	 -0.0001	 50
139ime -50 -15000	 40000	 6.8e-05	 -5e-05	 50
140ime 50 -43000	 -11000	 -4.6e-05	 1e-05	 50
141ime -50 20000	 -42000	 -8e-06	 5.6e-05	 50
142ime 50 14000	 25000	 -8e-05	 2.8e-05	 50
143ime -50 -34000	 -26000	 3.8e-05	 -3.4e-05	 50
144ime 50 1000	 28000	 6.4e-05	 -7.2e-05	 50
145ime -50 -6000	 -25000	 3.6e-05	 9e-05	 50
146ime 50 -28000	 -20000	 -9e-05	 -1.4e-05	 50
147ime -50 -23000	 25000	 1.4e-05	 -6e-05	 50
148ime 50 -8000	 -38000	 -1.6e-05	 -8e-06	 50
149ime -50 33000	 41000	 -9.2e-05	 -4.2e-05	 50
150ime 50 6000	 -15000	 7.6e-05	 -4.8e-05	 50
151ime -50 13000	 19000	 -6.6e-05	 6e-06	 50
152ime 50 33000	 23000	 1.6e-05	 7e-05	 50
153ime -50 16000	 -44000	 -3.2e-05	 3.4e-05	 50
154ime 50 -15000	 41000	 -1.4e-05	 -4e-06	 50
155ime -50 42000	 -34000	 9.2e-05	 -3.6e-05	 50
156ime 50 -33000	 -24000	 4.6e-05	 -8.6e-05	 50
157ime -50 31000	 13000	 -2e-06	 4.4e-05	 50
158ime 50 -19000	 -12000	 8.2e-05	 5.6e-05	 50
159ime -50 -12000	 -6000	 8.2e-05	 -1.2e-05	 50
160ime 50 1000	 41000	 4e-06	 -9.6e-05	 50
161ime -50 19000	 -23000	 1.2e-05	 -0.0001	 50
162ime 50 10000	 40000	 4e-05	 -8.2e-05	 50
163ime -50 -20000	 32000	 -7.4e-05	 -9.4e-05	 50
164ime 50 18000	 -6000	 0	 4.6e-05	 50
165ime -50 -45000	 -4000	 -7.6e-05	 7e-05	 50
166ime 50 -17000	 46000	 6.8e-05	 -6e-05	 50
167ime -50 17000	 34000	 -2.4e-05	 1.4e-05	 50
168ime 50 -22000	 8000	 8e-06	 -9.4e-05	 50
169ime -50 41000	 -46000	 -6.8e-05	 -8.4e-05	 50
170ime 50 -20000	 47000	 -4.4e-05	 -1e-05	 50
171ime -50 -43000	 -37000	 -1.4e-05	 -6e-05	 50
172ime 50 -43000	 -27000	 5.8e-05	 2.2e-05	 50
173ime -50 6000	 49000	 -4.8e-05	 4.6e-05	 50
174ime 50 47000	 -6000	 2.2e-05	 -5.6e-05	 50
175ime -50 -12000	 -26000	 -7.8e-05	 9.6e-05	 50
176ime 50 29000	 -40000	 -1.6e-05	 1.8e-05	 50
177ime -50 47000	 4000	 6e-05	 -8.8e-05	 50
178ime 50 -11000	 -9000	 1.2e-05	 2.2e-05	 50
179ime -50 2000	 2000	 9.8e-05	 -8e-05	 50
180ime 50 -50000	 -32000	 6e-05	 5.4e-05	 50
181ime -50 -6000	 -31000	 -3.8e-05	 -1.6e-05	 50
182ime 50 37000	 16000	 -6.8e-05	 -3.2e-05	 50
183ime -50 -37000	 -32000	 -6.2e-05	 -3.2e-05	 50
184ime 50 -5000	 49000	 -2.4e-05	 8.6e-05	 50
185ime -50 27000	 -20000	 2e-06	 -8.6e-05	 50
186ime 50 -27000	 -30000	 -5.8e-05	 7.8e-05	 50
187ime -50 16000	 31000	 2e-05	 -8.6e-05	 50
188ime 50 -35000	 34000	 2.8e-05	 -5.6e-05	 50
189ime -50 -6000	 29000	 -9.8e-05	 -6e-05	 50
190ime 50 -41000	 -4000	 -6e-05	 -4e-06	 50
191ime -50 -29000	 -22000	 -3e-05	 3.8e-05	 50
192ime 50 -46000	 -45000	 -1.2e-05	 6.2e-05	 50
193ime -50 -24000	 -27000	 -6.8e-05	 7e-05	 50
194ime 50 -45000	 5000	 6e-06	 3.6e-05	 50
195ime -50 -41000	 10000	 9.4e-05	 -3.8e-05	 50
196ime 50 9000	 -41000	 -6e-06	 -3.2e-05	 50
197ime -50 -40000	 -10000	 3.4e-05	 4.2e-05	 50
198ime 50 28000	 49000	 -6.4e-05	 5.6e-05	 50
199ime -50 45000	 40000	 -2.4e-05	 -9.8e-05	 50
200ime 50 -43000	 15000	 8e-05	 5e-05	 50
201ime -50 6000	 -27000	 8.2e-05	 4.4e-05	 50
202ime 50 -3000	 8000	 -9.6e-05	 -1.2e-05	 50
203ime -50 8000	 -20000	 -8.8e-05	 5e-05	 50
204ime 50 -45000	 6000	 9.6e-05	 -6e-06	 50
205ime -50 -42000	 -48000	 -3.6e-05	 -0.0001	 50
206ime 50 32000	 48000	 8.6e-05	 3.2e-05	 50
207ime -50 -9000	 10000	 -8.4e-05	 4.8e-05	 50
208ime 50 27000	 36000	 -1.4e-05	 5.6e-05	 50
209ime -50 -1000	 48000	 -4e-06	 9.4e-05	 50
210ime 50 -4000	 33000	 1.6e-05	 -9.2e-05	 50
211ime -50 49000	 48000	 -8.4e-05	 -9.4e-05	 50
212ime 50 -30000	 1000	 2e-05	 4e-06	 50
213ime -50 10000	 29000	 -9.2e-05	 -5.2e-05	 50
214ime 50 49000	 -37000	 3.6e-05	 7.6e-05	 50
215ime -50 -2000	 -32000	 8.4e-05	 3.6e-05	 50
216ime 50 -21000	 17000	 3.4e-05	 6.2e-05	 50
217ime -50 -49000	 -33000	 -3.6e-05	 -8.2e-05	 50
218ime 50 31000	 -12000	 -7.4e-05	 6.8e-05	 50
219ime -50 31000	 -33000	 5.8e-05	 6e-06	 50
220ime 50 10000	 -9000	 -8.4e-05	 -8.4e-05	 50
221ime -50 42000	 5000	 8e-06	 8.8e-05	 50
222ime 50 40000	 28000	 -2.8e-05	 -6e-06	 50
223ime -50 -42000	 37000	 4.6e-05	 -1.6e-05	 50
224ime 50 38000	 1000	 6.8e-05	 4.6e-05	 50
225ime -50 14000	 29000	 2e-05	 1.8e-05	 50
226ime 50 -28000	 38000	 2e-06	 -2.2e-05	 50
227ime -50 -38000	 39000	 -5.2e-05	 7.4e-05	 50
228ime 50 -30000	 28000	 2.4e-05	 0	 50
229ime -50 13000	 -30000	 -9.2e-05	 4.2e-05	 50
230ime 50 -21000	 12000	 8e-06	 3.6e-05	 50
231ime -50 43000	 11000	 0	 -7e-05	 50
232ime 50 -7000	 20000	 -9.4e-05	 9.2e-05	 50
233ime -50 6000	 17000	 1.2e-05	 5.4e-05	 50
234ime 50 34000	 -38000	 8.8e-05	 -8.6e-05	 50
235ime -50 1000	 -45000	 -6.2e-05	 -8.2e-05	 50
236ime 50 -42000	 24000	 -6.2e-05	 -6.6e-05	 50
237ime -50 27000	 -25000	 -5.4e-05	 -2.8e-05	 50
238ime 50 -38000	 -31000	 0	 3.2e-05	 50
239ime -50 -3000	 -7000	 5.4e-05	 -8e-06	 50
240ime 50 33000	 -15000	 -1.2e-05	 -1.6e-05	 50
241ime -50 11000	 -42000	 -3.4e-05	 8.2e-05	 50
242ime 50 3000	 -12000	 -7.4e-05	 8.2e-05	 50
243ime -50 35000	 -24000	 -8.4e-05	 8.4e-05	 50
244ime 50 16000	 9000	 5e-05	 7.2e-05	 50
245ime -50 37000	 26000	 -6.6e-05	 3.2e-05	 50
246ime 50 -5000	 32000	 -4e-06	 -1.4e-05	 50
247ime -50 -46000	 -2000	 5.4e-05	 7.4e-05	 50
248ime 50 -16000	 -35000	 1.2e-05	 -9.6e-05	 50
249ime -50 -20000	 26000	 -3.4e-05	 6.4e-05	 50
250ime 50 23000	 -26000	 9.8e-05	 5.6e-05	 50
251ime -50 -3000	 49000	 3e-05	 -3.6e-05	 50
252ime 50 22000	 -28000	 3.2e-05	 -8.6e-05	 50
253ime -50 44000	 14000	 3.4e-05	 5.4e-05	 50
254ime 50 33000	 -43000	 5.8e-05	 6e-05	 50
255ime -50 37000	 33000	 6.8e-05	 -7.6e-05	 50
256ime 50 20000	 -9000	 8e-06	 -2.2e-05	 50
257ime -50 -26000	 -48000	 -8.4e-05	 0	 50
258ime 50 -32000	 22000	 5e-05	 -4.2e-05	 50
259ime -50 -15000	 -40000	 -2.4e-05	 -4e-06	 50
260ime 50 15000	 -23000	 2e-06	 2.2e-05	 50
261ime -50 -13000	 22000	 4.4e-05	 7.8e-05	 50
262ime 50 -32000	 -3000	 8.4e-05	 -2.4e-05	 50
263ime -50 44000	 16000	 7e-05	 -1.4e-05	 50
264ime 50 38000	 39000	 6.8e-05	 8e-06	 50
265ime -50 0	 18000	 1e-05	 4e-06	 50
266ime 50 -27000	 41000	 -6e-05	 9e-05	 50
267ime -50 -15000	 16000	 5.6e-05	 6.6e-05	 50
268ime 50 8000	 -15000	 2e-06	 3.8e-05	 50
269ime -50 -18000	 -20000	 -8e-05	 -3.8e-05	 50
270ime 50 -19000	 -10000	 8.2e-05	 8.2e-05	 50
271ime -50 -37000	 10000	 6.6e-05	 4.4e-05	 50
272ime 50 22000	 43000	 -4.4e-05	 -8.4e-05	 50
273ime -50 6000	 33000	 -1.8e-05	 9e-05	 50
274ime 50 0	 -12000	 9e-05	 8.8e-05	 50
275ime -50 9000	 13000	 3e-05	 2.8e-05	 50
276ime 50 32000	 -9000	 -4e-06	 -6.8e-05	 50
277ime -50 7000	 5000	 8.8e-05	 -4.4e-05	 50
278ime 50 19000	 -8000	 -1.2e-05	 9.6e-05	 50
279ime -50 6000	 -20000	 -3.6e-05	 5.2e-05	 50
280ime 50 34000	 26000	 6e-06	 7.2e-05	 50
281ime -50 36000	 18000	 8.2e-05	 1.4e-05	 50
282ime 50 -50000	 16000	 -9e-05	 3.8e-05	 50
283ime -50 23000	 48000	 1.2e-05	 -8.6e-05	 50
284ime 50 45000	 35000	 -9e-05	 -2.4e-05	 50
285ime -50 10000	 41000	 -6.2e-05	 -5.6e-05	 50
286ime 50 -13000	 -26000	 -6e-06	 -4e-06	 50
287ime -50 48000	 20000	 -3.8e-05	 -2.6e-05	 50
288ime 50 -35000	 6000	 -3e-05	 3.8e-05	 50
289ime -50 39000	 17000	 -0.0001	 -9.2e-05	 50
290ime 50 -35000	 -10000	 -7.6e-05	 3.2e-05	 50
291ime -50 -5000	 -16000	 3e-05	 8.2e-05	 50
292ime 50 14000	 -33000	 1.4e-05	 4.6e-05	 50
293ime -50 16000	 -18000	 -2e-05	 -2.8e-05	 50
294ime 50 24000	 4000	 4.8e-05	 -7.8e-05	 50
295ime -50 -41000	 -44000	 -4.6e-05	 3e-05	 50
296ime 50 45000	 8000	 -6.4e-05	 -2.4e-05	 50
297ime -50 19000	 -3000	 9e-05	 -8.8e-05	 50
298ime 50 -31000	 -29000	 -8.8e-05	 -2.2e-05	 50
299ime -50 -25000	 19000	 8.8e-05	 -3.4e-05	 50
300ime 50 10000	 -7000	 3.2e-05	 -3.2e-05	 50
301ime -50 42000	 -6000	 4.8e-05	 -4.2e-05	 50
302ime 50 10000	 -15000	 -9.8e-05	 -5.6e-05	 50
303ime -50 28000	 -7000	 -6.2e-05	 -1.8e-05	 50
304ime 50 31000	 -18000	 -6e-06	 6.4e-05	 50
305ime -50 -38000	 -10000	 -7e-05	 -2.8e-05	 50
306ime 50 -22000	 33000	 4e-05	 -3.6e-05	 50
307ime -50 -25000	 5000	 -3.6e-05	 2.6e-05	 50
308ime 50 -19000	 -36000	 5.2e-05	 8.6e-05	 50
309ime -50 -25000	 49000	 9.4e-05	 -8.8e-05	 50
310ime 50 -4000	 -41000	 -8.4e-05	 2e-06	 50
311ime -50 37000	 -8000	 -3.2e-05	 -2e-06	 50
312ime 50 16000	 -45000	 6.4e-05	 -6e-06	 50
313ime -50 43000	 -13000	 6.4e-05	 -6.2e-05	 50
314ime 50 -12000	 0	 -6.8e-05	 -7e-05	 50
315ime -50 -40000	 -5000	 -8e-05	 -4.4e-05	 50
316ime 50 -36000	 5000	 6.6e-05	 6.4e-05	 50
317ime -50 -7000	 7000	 4.4e-05	 8.6e-05	 50
318ime 50 -15000	 -17000	 9.6e-05	 3.8e-05	 50
319ime -50 -4000	 -8000	 2.2e-05	 -4.6e-05	 50
320ime 50 -50000	 38000	 -1.4e-05	 -4e-05	 50
321ime -50 -40000	 4000	 6.6e-05	 2e-06	 50
322ime 50 -17000	 -18000	 -8.4e-05	 3.8e-05	 50
323ime -50 -16000	 25000	 -1.8e-05	 0	 50
324ime 50 25000	 -4000	 -7e-05	 4e-05	 50
325ime -50 9000	 -46000	 5.6e-05	 -5.8e-05	 50
326ime 50 -17000	 4000	 -1.8e-05	 5.4e-05	 50
327ime -50 -3000	 4000	 -3e-05	 7.8e-05	 50
328ime 50 -21000	 -26000	 -7.4e-05	 7.6e-05	 50
329ime -50 42000	 -6000	 6.6e-05	 9.4e-05	 50
330ime 50 18000	 -5000	 -1.8e-05	 -4e-06	 50
331ime -50 -27000	 -10000	 -9.8e-05	 -5e-05	 50
332ime 50 34000	 21000	 -7.6e-05	 -1e-05	 50
333ime -50 -39000	 -10000	 4.8e-05	 9.2e-05	 50
334ime 50 24000	 47000	 -7.4e-05	 4.4e-05	 50
335ime -50 -38000	 37000	 -6.8e-05	 -4e-05	 50
336ime 50 18000	 -24000	 2.6e-05	 5.2e-05	 50
337ime -50 9000	 -50000	 -3.8e-05	 0	 50
338ime 50 -45000	 25000	 9.4e-05	 -1.6e-05	 50
339ime -50 21000	 -4000	 8.2e-05	 -1.8e-05	 50
340ime 50 11000	 -42000	 9.4e-05	 -7.6e-05	 50
341ime -50 -38000	 -40000	 4e-06	 -9.2e-05	 50
342ime 50 8000	 -16000	 -8.8e-05	 5.6e-05	 50
343ime -50 47000	 6000	 -0.0001	 2.2e-05	 50
344ime 50 35000	 -41000	 5.8e-05	 1.2e-05	 50
345ime -50 13000	 -49000	 -6.4e-05	 6.4e-05	 50
346ime 50 -31000	 12000	 8.8e-05	 1e-05	 50
347ime -50 -7000	 37000	 -4.2e-05	 2.6e-05	 50
348ime 50 18000	 -31000	 -5.6e-05	 6e-06	 50
349ime -50 -11000	 4000	 -4.8e-05	 5.2e-05	 50
350ime 50 13000	 31000	 5.6e-05	 -8.8e-05	 50
351ime -50 28000	 6000	 8.6e-05	 6e-06	 50
352ime 50 46000	 -44000	 6.4e-05	 0	 50
353ime -50 34000	 5000	 -9.8e-05	 8.8e-05	 50
354ime 50 -23000	 43000	 9.4e-05	 -4.6e-05	 50
355ime -50 -29000	 -31000	 -4e-06	 -7.2e-05	 50
356ime 50 17000	 -37000	 2e-05	 -3.2e-05	 50
357ime -50 -19000	 31000	 3.6e-05	 -4e-05	 50
358ime 50 -3000	 22000	 5.6e-05	 -4e-06	 50
359ime -50 30000	 -31000	 -6.6e-05	 3.8e-05	 50
360ime 50 -24000	 -12000	 -4.2e-05	 -4e-05	 50
361ime -50 -23000	 -31000	 -6.8e-05	 6e-06	 50
362ime 50 29000	 -15000	 6.4e-05	 5.4e-05	 50
363ime -50 -47000	 -20000	 9.4e-05	 -5e-05	 50
364ime 50 -15000	 25000	 -3e-05	 1.6e-05	 50
365ime -50 0	 26000	 0	 -9.4e-05	 50
366ime 50 18000	 -8000	 -8e-06	 7.6e-05	 50
367ime -50 -36000	 12000	 4.6e-05	 -9.6e-05	 50
368ime 50 8000	 5000	 5.2e-05	 4.4e-05	 50
369ime -50 -32000	 -49000	 1.2e-05	 -1.2e-05	 50
370ime 50 -44000	 20000	 8.4e-05	 1.6e-05	 50
371ime -50 -7000	 9000	 -2.6e-05	 -3.2e-05	 50
372ime 50 -34000	 -18000	 -7.8e-05	 -5.2e-05	 50
373ime -50 10000	 -21000	 3.4e-05	 6.6e-05	 50
374ime 50 15000	 -3000	 9e-05	 7.6e-05	 50
375ime -50 -24000	 -16000	 -6.8e-05	 7e-05	 50
376ime 50 -13000	 -27000	 -2e-06	 -8.4e-05	 50
377ime -50 22000	 3000	 4.6e-05	 -9e-05	 50
378ime 50 39000	 10000	 -8.8e-05	 8.8e-05	 50
379ime -50 27000	 2000	 7e-05	 -5.4e-05	 50
380ime 50 45000	 -39000	 -5e-05	 2e-05	 50
381ime -50 -18000	 27000	 -9.6e-05	 -5.2e-05	 50
382ime 50 -33000	 -2000	 -9.6e-05	 9.6e-05	 50
383ime -50 -49000	 36000	 2.8e-05	 -6.6e-05	 50
384ime 50 -5000	 -27000	 -7e-05	 5.4e-05	 50
385ime -50 16000	 37000	 -5.4e-05	 3.6e-05	 50
386ime 50 -43000	 4000	 -2.4e-05	 -3e-05	 50
387ime -50 21000	 22000	 3.6e-05	 -2e-05	 50
388ime 50 -29000	 34000	 -3.4e-05	 8.6e-05	 50
389ime -50 -47000	 42000	 -1.8e-05	 -1.8e-05	 50
390ime 50 8000	 -35000	 -4.8e-05	 -0.0001	 50
391ime -50 -48000	 33000	 -7e-05	 4.6e-05	 50
392ime 50 13000	 -25000	 2.2e-05	 8.2e-05	 50
393ime -50 -31000	 -49000	 -7e-05	 -8.8e-05	 50
394ime 50 -17000	 -26000	 9e-05	 -2e-06	 50
395ime -50 -46000	 -13000	 -2.6e-05	 -1.8e-05	 50
396ime 50 36000	 1000	 -5.2e-05	 9.4e-05	 50
397ime -50 13000	 -24000	 8.4e-05	 9.4e-05	 50
398ime 50 4000	 -23000	 -7.6e-05	 -9.4e-05	 50
399ime -50 40000	 40000	 -4.4e-05	 -7.2e-05	 50
400ime 50 -34000	 47000	 -9.4e-05	 8.2e-05	 50
401ime -50 -29000	 -40000	 -2.4e-05	 8e-05	 50
402ime 50 -7000	 -24000	 5.6e-05	 5.6e-05	 50
403ime -50 -50000	 45000	 1.6e-05	 -8.6e-05	 50
404ime 50 6000	 -10000	 -1e-05	 6.4e-05	 50
405ime -50 -46000	 5000	 9.4e-05	 -7.6e-05	 50
406ime 50 4000	 48000	 -8.8e-05	 -2.8e-05	 50
407ime -50 27000	 -44000	 -3.6e-05	 -9.8e-05	 50
408ime 50 -48000	 -43000	 -1e-05	 6e-05	 50
409ime -50 -36000	 -39000	 6e-06	 9.2e-05	 50
410ime 50 2000	 32000	 0	 -8.6e-05	 50
411ime -50 8000	 7000	 2.6e-05	 -8.8e-05	 50
412ime 50 45000	 33000	 -8e-05	 -1.2e-05	 50
413ime -50 22000	 12000	 -5.2e-05	 -2e-05	 50
414ime 50 26000	 -29000	 8.6e-05	 2e-06	 50
415ime -50 -1000	 -35000	 2.8e-05	 7.2e-05	 50
416ime 50 42000	 -23000	 -4e-06	 9.8e-05	 50
417ime -50 -32000	 36000	 -9.2e-05	 4e-05	 50
418ime 50 -31000	 -18000	 -8.4e-05	 1.4e-05	 50
419ime -50 30000	 -25000	 4.6e-05	 4.4e-05	 50
420ime 50 -41000	 9000	 -8.6e-05	 8e-06	 50
421ime -50 -7000	 33000	 4.2e-05	 5.6e-05	 50
422ime 50 22000	 -32000	 3.6e-05	 -3.8e-05	 50
423ime -50 17000	 31000	 -2.2e-05	 -7.4e-05	 50
424ime 50 -2000	 37000	 6.4e-05	 -1.8e-05	 50
